word,parent_word,tense,person,negation
কাচিস,কাচা,sb,tu,0
কাচুন,কাচা,bo,ap,0
কাচে,কাচা,sb,ae,0
কাচে,কাচা,sb,er,0
কাচেন,কাচা,bo,ap,0
কাচেন,কাচা,sb,ap,0
কাচেন,কাচা,sb,eR,0
কাচেন,কাচা,sb,in,0
কাচো,কাচা,bo,tm,0
কাচো,কাচা,sb,tm,0
কাট,কাটা,bo,tu,0
কাটছ,কাটা,gb,tm,0
কাটছি,কাটা,gb,am,0
কাটছিল,কাটা,go,ae,0
কাটছিল,কাটা,go,er,0
কাটছিলাম,কাটা,go,am,0
কাটছিলি,কাটা,go,tu,0
কাটছিলে,কাটা,go,tm,0
কাটছিলেন,কাটা,go,ap,0
কাটছিলেন,কাটা,go,eR,0
কাটছিলেন,কাটা,go,in,0
কাটছিস,কাটা,gb,tu,0
কাটছে,কাটা,gb,ae,0
কাটছে,কাটা,gb,er,0
কাটছেন,কাটা,gb,ap,0
কাটছেন,কাটা,gb,eR,0
কাটছেন,কাটা,gb,in,0
কাটত,কাটা,no,ae,0
কাটত,কাটা,no,er,0
কাটতাম,কাটা,no,am,0
কাটতিস,কাটা,no,tu,0
কাটতে থাকব,কাটা,gv,am,0
কাটতে থাকবি,কাটা,gv,tu,0
কাটতে থাকবে,কাটা,gv,ae,0
কাটতে থাকবে,কাটা,gv,er,0
কাটতে থাকবে,কাটা,gv,tm,0
কাটতে থাকবেন,কাটা,gv,ap,0
কাটতে থাকবেন,কাটা,gv,eR,0
কাটতে থাকবেন,কাটা,gv,in,0
কাটতে,কাটা,no,tm,0
কাটতেন,কাটা,no,ap,0
কাটতেন,কাটা,no,eR,0
কাটতেন,কাটা,no,in,0
কাটব,কাটা,sv,am,0
কাটবি,কাটা,sv,tu,0
কাটবি,কাটা,vo,tu,0
কাটবে,কাটা,sv,ae,0
কাটবে,কাটা,sv,er,0
কাটবে,কাটা,sv,tm,0
কাটবে,কাটা,vo,tm,0
কাটবেন,কাটা,sv,ap,0
কাটবেন,কাটা,sv,eR,0
কাটবেন,কাটা,sv,in,0
কাটবেন,কাটা,vo,ap,0
কাটবো,কাটা,sv,am,0
কাটল,কাটা,so,ae,0
কাটল,কাটা,so,er,0
কাটলাম,কাটা,so,am,0
কাটলি,কাটা,so,tu,0
কাটলে,কাটা,so,tm,0
কাটলেন,কাটা,so,ap,0
কাটলেন,কাটা,so,eR,0
কাটলেন,কাটা,so,in,0
কাটা,কাটানো,bo,tu,0
কাটাই,কাটানো,sb,am,0
কাটাইতে,কাটানো,no,tm,0
কাটাইনি,কাটা,so,am,1
কাটাইলে,কাটানো,so,tm,0
কাটাও,কাটানো,bo,tm,0
কাটাও,কাটানো,sb,tm,0
কাটাওনি,কাটা,so,tm,1
কাটাচ্ছ,কাটানো,gb,tm,0
কাটাচ্ছি,কাটানো,gb,am,0
কাটাচ্ছিল,কাটানো,go,ae,0
কাটাচ্ছিল,কাটানো,go,er,0
কাটাচ্ছিলাম,কাটানো,go,am,0
কাটাচ্ছিলি,কাটানো,go,tu,0
কাটাচ্ছিলে,কাটানো,go,tm,0
কাটাচ্ছিলেন,কাটানো,go,ap,0
কাটাচ্ছিলেন,কাটানো,go,eR,0
কাটাচ্ছিলেন,কাটানো,go,in,0
কাটাচ্ছিস,কাটানো,gb,tu,0
কাটাচ্ছে,কাটানো,gb,ae,0
কাটাচ্ছে,কাটানো,gb,er,0
কাটাচ্ছেন,কাটানো,gb,ap,0
কাটাচ্ছেন,কাটানো,gb,eR,0
কাটাচ্ছেন,কাটানো,gb,in,0
কাটাত,কাটানো,no,ae,0
কাটাত,কাটানো,no,er,0
কাটাতাম,কাটানো,no,am,0
কাটাতিস,কাটানো,no,tu,0
কাটাতে থাকব,কাটানো,gv,am,0
কাটাতে থাকবি,কাটানো,gv,tu,0
কাটাতে থাকবে,কাটানো,gv,ae,0
কাটাতে থাকবে,কাটানো,gv,er,0
কাটাতে থাকবে,কাটানো,gv,tm,0
কাটাতে থাকবেন,কাটানো,gv,ap,0
কাটাতে থাকবেন,কাটানো,gv,eR,0
কাটাতে থাকবেন,কাটানো,gv,in,0
কাটাতে,কাটানো,no,tm,0
কাটাতেন,কাটানো,no,ap,0
কাটাতেন,কাটানো,no,eR,0
কাটাতেন,কাটানো,no,in,0
কাটান,কাটানো,bo,ap,0
কাটান,কাটানো,sb,ap,0
কাটান,কাটানো,sb,eR,0
কাটান,কাটানো,sb,in,0
কাটাননি,কাটা,so,ap,1
কাটাব,কাটানো,sv,am,0
কাটাবি,কাটানো,sv,tu,0
কাটাবি,কাটানো,vo,tu,0
কাটাবে,কাটানো,sv,ae,0
কাটাবে,কাটানো,sv,er,0
কাটাবে,কাটানো,sv,tm,0
কাটাবে,কাটানো,vo,tm,0
কাটাবেন,কাটানো,sv,ap,0
কাটাবেন,কাটানো,sv,eR,0
কাটাবেন,কাটানো,sv,in,0
কাটাবেন,কাটানো,vo,ap,0
কাটাবো,কাটানো,sv,am,0
কাটাল,কাটানো,so,ae,0
কাটাল,কাটানো,so,er,0
কাটালাম,কাটানো,so,am,0
কাটালি,কাটানো,so,tu,0
কাটালে,কাটানো,so,tm,0
কাটালেন,কাটানো,so,ap,0
কাটালেন,কাটানো,so,eR,0
কাটালেন,কাটানো,so,in,0
কাটাস,কাটানো,sb,tu,0
কাটাসনি,কাটা,so,tu,1
কাটায়,কাটানো,sb,ae,0
কাটায়,কাটানো,sb,er,0
কাটায়নি,কাটা,so,ae,1
কাটি,কাটা,sb,am,0
কাটিস,কাটা,sb,tu,0
কাটিয়েছ,কাটানো,pb,tm,0
কাটিয়েছি,কাটানো,pb,am,0
কাটিয়েছিল,কাটানো,po,ae,0
কাটিয়েছিল,কাটানো,po,er,0
কাটিয়েছিলাম,কাটানো,po,am,0
কাটিয়েছিলি,কাটানো,po,tu,0
কাটিয়েছিলে,কাটানো,po,tm,0
কাটিয়েছিলেন,কাটানো,po,ap,0
কাটিয়েছিলেন,কাটানো,po,eR,0
কাটিয়েছিলেন,কাটানো,po,in,0
কাটিয়েছিস,কাটানো,pb,tu,0
কাটিয়েছে,কাটানো,pb,ae,0
কাটিয়েছে,কাটানো,pb,er,0
কাটিয়েছেন,কাটানো,pb,ap,0
কাটিয়েছেন,কাটানো,pb,eR,0
কাটিয়েছেন,কাটানো,pb,in,0
কাটুন,কাটা,bo,ap,0
কাটে,কাটা,sb,ae,0
কাটে,কাটা,sb,er,0
কাটেন,কাটা,bo,ap,0
কাটেন,কাটা,sb,ap,0
কাটেন,কাটা,sb,eR,0
কাটেন,কাটা,sb,in,0
কাটো,কাটা,bo,tm,0
কাটো,কাটা,sb,tm,0
কাদ,কাদা,bo,tu,0
কাদছ,কাদা,gb,tm,0
কাদছি,কাদা,gb,am,0
কাদছিল,কাদা,go,ae,0
কাদছিল,কাদা,go,er,0
কাদছিলাম,কাদা,go,am,0
কাদছিলি,কাদা,go,tu,0
কাদছিলে,কাদা,go,tm,0
কাদছিলেন,কাদা,go,ap,0
কাদছিলেন,কাদা,go,eR,0
কাদছিলেন,কাদা,go,in,0
কাদছিস,কাদা,gb,tu,0
কাদছে,কাদা,gb,ae,0
কাদছে,কাদা,gb,er,0
কাদছেন,কাদা,gb,ap,0
কাদছেন,কাদা,gb,eR,0
কাদছেন,কাদা,gb,in,0
কাদত,কাদা,no,ae,0
কাদত,কাদা,no,er,0
কাদতাম,কাদা,no,am,0
কাদতিস,কাদা,no,tu,0
কাদতে থাকব,কাদা,gv,am,0
কাদতে থাকবি,কাদা,gv,tu,0
কাদতে থাকবে,কাদা,gv,ae,0
কাদতে থাকবে,কাদা,gv,er,0
কাদতে থাকবে,কাদা,gv,tm,0
কাদতে থাকবেন,কাদা,gv,ap,0
কাদতে থাকবেন,কাদা,gv,eR,0
কাদতে থাকবেন,কাদা,gv,in,0
কাদতে,কাদা,no,tm,0
কাদতেন,কাদা,no,ap,0
কাদতেন,কাদা,no,eR,0
কাদতেন,কাদা,no,in,0
কাদব,কাদা,sv,am,0
কাদবি,কাদা,sv,tu,0
কাদবি,কাদা,vo,tu,0
কাদবে,কাদা,sv,ae,0
কাদবে,কাদা,sv,er,0
কাদবে,কাদা,sv,tm,0
কাদবে,কাদা,vo,tm,0
কাদবেন,কাদা,sv,ap,0
কাদবেন,কাদা,sv,eR,0
কাদবেন,কাদা,sv,in,0
কাদবেন,কাদা,vo,ap,0
কাদবো,কাদা,sv,am,0
কাদল,কাদা,so,ae,0
কাদল,কাদা,so,er,0
কাদলাম,কাদা,so,am,0
কাদলি,কাদা,so,tu,0
কাদলে,কাদা,so,tm,0
কাদলেন,কাদা,so,ap,0
কাদলেন,কাদা,so,eR,0
কাদলেন,কাদা,so,in,0
কাদা,কাদানো,bo,tu,0
কাদাই,কাদানো,sb,am,0
কাদাইতে,কাদানো,no,tm,0
কাদাইলে,কাদানো,so,tm,0
কাদাও,কাদানো,bo,tm,0
কাদাও,কাদানো,sb,tm,0
কাদাচ্ছ,কাদানো,gb,tm,0
কাদাচ্ছি,কাদানো,gb,am,0
কাদাচ্ছিল,কাদানো,go,ae,0
কাদাচ্ছিল,কাদানো,go,er,0
কাদাচ্ছিলাম,কাদানো,go,am,0
কাদাচ্ছিলি,কাদানো,go,tu,0
কাদাচ্ছিলে,কাদানো,go,tm,0
কাদাচ্ছিলেন,কাদানো,go,ap,0
কাদাচ্ছিলেন,কাদানো,go,eR,0
কাদাচ্ছিলেন,কাদানো,go,in,0
কাদাচ্ছিস,কাদানো,gb,tu,0
কাদাচ্ছে,কাদানো,gb,ae,0
কাদাচ্ছে,কাদানো,gb,er,0
কাদাচ্ছেন,কাদানো,gb,ap,0
কাদাচ্ছেন,কাদানো,gb,eR,0
কাদাচ্ছেন,কাদানো,gb,in,0
কাদাত,কাদানো,no,ae,0
কাদাত,কাদানো,no,er,0
কাদাতাম,কাদানো,no,am,0
কাদাতিস,কাদানো,no,tu,0
কাদাতে থাকব,কাদানো,gv,am,0
কাদাতে থাকবি,কাদানো,gv,tu,0
কাদাতে থাকবে,কাদানো,gv,ae,0
কাদাতে থাকবে,কাদানো,gv,er,0
কাদাতে থাকবে,কাদানো,gv,tm,0
কাদাতে থাকবেন,কাদানো,gv,ap,0
কাদাতে থাকবেন,কাদানো,gv,eR,0
কাদাতে থাকবেন,কাদানো,gv,in,0
কাদাতে,কাদানো,no,tm,0
কাদাতেন,কাদানো,no,ap,0
কাদাতেন,কাদানো,no,eR,0
কাদাতেন,কাদানো,no,in,0
কাদান,কাদানো,bo,ap,0
কাদান,কাদানো,sb,ap,0
কাদান,কাদানো,sb,eR,0
কাদান,কাদানো,sb,in,0
কাদাব,কাদানো,sv,am,0
কাদাবি,কাদানো,sv,tu,0
কাদাবি,কাদানো,vo,tu,0
কাদাবে,কাদানো,sv,ae,0
কাদাবে,কাদানো,sv,er,0
কাদাবে,কাদানো,sv,tm,0
কাদাবে,কাদানো,vo,tm,0
কাদাবেন,কাদানো,sv,ap,0
কাদাবেন,কাদানো,sv,eR,0
কাদাবেন,কাদানো,sv,in,0
কাদাবেন,কাদানো,vo,ap,0
কাদাবো,কাদানো,sv,am,0
কাদাল,কাদানো,so,ae,0
কাদাল,কাদানো,so,er,0
কাদালাম,কাদানো,so,am,0
কাদালি,কাদানো,so,tu,0
কাদালে,কাদানো,so,tm,0
কাদালেন,কাদানো,so,ap,0
কাদালেন,কাদানো,so,eR,0
কাদালেন,কাদানো,so,in,0
কাদাস,কাদানো,sb,tu,0
কাদায়,কাদানো,sb,ae,0
কাদায়,কাদানো,sb,er,0
কাদি,কাদা,sb,am,0
কাদিস,কাদা,sb,tu,0
কাদিয়েছ,কাদানো,pb,tm,0
কাদিয়েছি,কাদানো,pb,am,0
কাদিয়েছিল,কাদানো,po,ae,0
কাদিয়েছিল,কাদানো,po,er,0
কাদিয়েছিলাম,কাদানো,po,am,0
কাদিয়েছিলি,কাদানো,po,tu,0
কাদিয়েছিলে,কাদানো,po,tm,0
কাদিয়েছিলেন,কাদানো,po,ap,0
কাদিয়েছিলেন,কাদানো,po,eR,0
কাদিয়েছিলেন,কাদানো,po,in,0
কাদিয়েছিস,কাদানো,pb,tu,0
কাদিয়েছে,কাদানো,pb,ae,0
কাদিয়েছে,কাদানো,pb,er,0
কাদিয়েছেন,কাদানো,pb,ap,0
কাদিয়েছেন,কাদানো,pb,eR,0
কাদিয়েছেন,কাদানো,pb,in,0
কাদুন,কাদা,bo,ap,0
কাদে,কাদা,sb,ae,0
কাদে,কাদা,sb,er,0
কাদেন,কাদা,bo,ap,0
কাদেন,কাদা,sb,ap,0
কাদেন,কাদা,sb,eR,0
কাদেন,কাদা,sb,in,0
কাদো,কাদা,bo,tm,0
কাদো,কাদা,sb,tm,0
কাপ,কাপা,bo,tu,0
কাপছ,কাপা,gb,tm,0
কাপছি,কাপা,gb,am,0
কাপছিল,কাপা,go,ae,0
কাপছিল,কাপা,go,er,0
কাপছিলাম,কাপা,go,am,0
কাপছিলি,কাপা,go,tu,0
কাপছিলে,কাপা,go,tm,0
কাপছিলেন,কাপা,go,ap,0
কাপছিলেন,কাপা,go,eR,0
কাপছিলেন,কাপা,go,in,0
কাপছিস,কাপা,gb,tu,0
কাপছে,কাপা,gb,ae,0
কাপছে,কাপা,gb,er,0
কাপছেন,কাপা,gb,ap,0
কাপছেন,কাপা,gb,eR,0
কাপছেন,কাপা,gb,in,0
কাপত,কাপা,no,ae,0
কাপত,কাপা,no,er,0
কাপতাম,কাপা,no,am,0
কাপতিস,কাপা,no,tu,0
কাপতে থাকব,কাপা,gv,am,0
কাপতে থাকবি,কাপা,gv,tu,0
কাপতে থাকবে,কাপা,gv,ae,0
কাপতে থাকবে,কাপা,gv,er,0
কাপতে থাকবে,কাপা,gv,tm,0
কাপতে থাকবেন,কাপা,gv,ap,0
কাপতে থাকবেন,কাপা,gv,eR,0
কাপতে থাকবেন,কাপা,gv,in,0
কাপতে,কাপা,no,tm,0
কাপতেন,কাপা,no,ap,0
কাপতেন,কাপা,no,eR,0
কাপতেন,কাপা,no,in,0
কাপব,কাপা,sv,am,0
কাপবি,কাপা,sv,tu,0
কাপবি,কাপা,vo,tu,0
কাপবে,কাপা,sv,ae,0
কাপবে,কাপা,sv,er,0
কাপবে,কাপা,sv,tm,0
কাপবে,কাপা,vo,tm,0
কাপবেন,কাপা,sv,ap,0
কাপবেন,কাপা,sv,eR,0
কাপবেন,কাপা,sv,in,0
কাপবেন,কাপা,vo,ap,0
কাপবো,কাপা,sv,am,0
কাপল,কাপা,so,ae,0
কাপল,কাপা,so,er,0
কাপলাম,কাপা,so,am,0
কাপলি,কাপা,so,tu,0
কাপলে,কাপা,so,tm,0
কাপলেন,কাপা,so,ap,0
কাপলেন,কাপা,so,eR,0
কাপলেন,কাপা,so,in,0
কাপা,কাপানো,bo,tu,0
কাপাই,কাপানো,sb,am,0
কাপাইতে,কাপানো,no,tm,0
কাপাইলে,কাপানো,so,tm,0
কাপাও,কাপানো,bo,tm,0
কাপাও,কাপানো,sb,tm,0
কাপাচ্ছ,কাপানো,gb,tm,0
কাপাচ্ছি,কাপানো,gb,am,0
কাপাচ্ছিল,কাপানো,go,ae,0
কাপাচ্ছিল,কাপানো,go,er,0
কাপাচ্ছিলাম,কাপানো,go,am,0
কাপাচ্ছিলি,কাপানো,go,tu,0
কাপাচ্ছিলে,কাপানো,go,tm,0
কাপাচ্ছিলেন,কাপানো,go,ap,0
কাপাচ্ছিলেন,কাপানো,go,eR,0
কাপাচ্ছিলেন,কাপানো,go,in,0
কাপাচ্ছিস,কাপানো,gb,tu,0
কাপাচ্ছে,কাপানো,gb,ae,0
কাপাচ্ছে,কাপানো,gb,er,0
কাপাচ্ছেন,কাপানো,gb,ap,0
কাপাচ্ছেন,কাপানো,gb,eR,0
কাপাচ্ছেন,কাপানো,gb,in,0
কাপাত,কাপানো,no,ae,0
কাপাত,কাপানো,no,er,0
কাপাতাম,কাপানো,no,am,0
কাপাতিস,কাপানো,no,tu,0
কাপাতে থাকব,কাপানো,gv,am,0
কাপাতে থাকবি,কাপানো,gv,tu,0
কাপাতে থাকবে,কাপানো,gv,ae,0
কাপাতে থাকবে,কাপানো,gv,er,0
কাপাতে থাকবে,কাপানো,gv,tm,0
কাপাতে থাকবেন,কাপানো,gv,ap,0
কাপাতে থাকবেন,কাপানো,gv,eR,0
কাপাতে থাকবেন,কাপানো,gv,in,0
কাপাতে,কাপানো,no,tm,0
কাপাতেন,কাপানো,no,ap,0
কাপাতেন,কাপানো,no,eR,0
কাপাতেন,কাপানো,no,in,0
কাপান,কাপানো,bo,ap,0
কাপান,কাপানো,sb,ap,0
কাপান,কাপানো,sb,eR,0
কাপান,কাপানো,sb,in,0
কাপাব,কাপানো,sv,am,0
কাপাবি,কাপানো,sv,tu,0
কাপাবি,কাপানো,vo,tu,0
কাপাবে,কাপানো,sv,ae,0
কাপাবে,কাপানো,sv,er,0
কাপাবে,কাপানো,sv,tm,0
কাপাবে,কাপানো,vo,tm,0
কাপাবেন,কাপানো,sv,ap,0
কাপাবেন,কাপানো,sv,eR,0
কাপাবেন,কাপানো,sv,in,0
কাপাবেন,কাপানো,vo,ap,0
কাপাবো,কাপানো,sv,am,0
কাপাল,কাপানো,so,ae,0
কাপাল,কাপানো,so,er,0
কাপালাম,কাপানো,so,am,0
কাপালি,কাপানো,so,tu,0
কাপালে,কাপানো,so,tm,0
কাপালেন,কাপানো,so,ap,0
কাপালেন,কাপানো,so,eR,0
কাপালেন,কাপানো,so,in,0
কাপাস,কাপানো,sb,tu,0
কাপায়,কাপানো,sb,ae,0
কাপায়,কাপানো,sb,er,0
কাপি,কাপা,sb,am,0
কাপিস,কাপা,sb,tu,0
কাপিয়েছ,কাপানো,pb,tm,0
কাপিয়েছি,কাপানো,pb,am,0
কাপিয়েছিল,কাপানো,po,ae,0
কাপিয়েছিল,কাপানো,po,er,0
কাপিয়েছিলাম,কাপানো,po,am,0
কাপিয়েছিলি,কাপানো,po,tu,0
কাপিয়েছিলে,কাপানো,po,tm,0
কাপিয়েছিলেন,কাপানো,po,ap,0
কাপিয়েছিলেন,কাপানো,po,eR,0
কাপিয়েছিলেন,কাপানো,po,in,0
কাপিয়েছিস,কাপানো,pb,tu,0
কাপিয়েছে,কাপানো,pb,ae,0
কাপিয়েছে,কাপানো,pb,er,0
কাপিয়েছেন,কাপানো,pb,ap,0
কাপিয়েছেন,কাপানো,pb,eR,0
কাপিয়েছেন,কাপানো,pb,in,0
কাপুন,কাপা,bo,ap,0
কাপে,কাপা,sb,ae,0
কাপে,কাপা,sb,er,0
কাপেন,কাপা,bo,ap,0
কাপেন,কাপা,sb,ap,0
কাপেন,কাপা,sb,eR,0
কাপেন,কাপা,sb,in,0
কাপো,কাপা,bo,tm,0
কাপো,কাপা,sb,tm,0
কাম,কামা,bo,tu,0
কামছ,কামা,gb,tm,0
কামছি,কামা,gb,am,0
কামছিল,কামা,go,ae,0
কামছিল,কামা,go,er,0
কামছিলাম,কামা,go,am,0
কামছিলি,কামা,go,tu,0
কামছিলে,কামা,go,tm,0
কামছিলেন,কামা,go,ap,0
কামছিলেন,কামা,go,eR,0
কামছিলেন,কামা,go,in,0
কামছিস,কামা,gb,tu,0
কামছে,কামা,gb,ae,0
কামছে,কামা,gb,er,0
কামছেন,কামা,gb,ap,0
কামছেন,কামা,gb,eR,0
কামছেন,কামা,gb,in,0
কামত,কামা,no,ae,0
কামত,কামা,no,er,0
কামতাম,কামা,no,am,0
কামতিস,কামা,no,tu,0
কামতে থাকব,কামা,gv,am,0
কামতে থাকবি,কামা,gv,tu,0
কামতে থাকবে,কামা,gv,ae,0
কামতে থাকবে,কামা,gv,er,0
কামতে থাকবে,কামা,gv,tm,0
কামতে থাকবেন,কামা,gv,ap,0
কামতে থাকবেন,কামা,gv,eR,0
কামতে থাকবেন,কামা,gv,in,0
কামতে,কামা,no,tm,0
কামতেন,কামা,no,ap,0
কামতেন,কামা,no,eR,0
কামতেন,কামা,no,in,0
কামব,কামা,sv,am,0
কামবি,কামা,sv,tu,0
কামবি,কামা,vo,tu,0
কামবে,কামা,sv,ae,0
কামবে,কামা,sv,er,0
কামবে,কামা,sv,tm,0
কামবে,কামা,vo,tm,0
কামবেন,কামা,sv,ap,0
কামবেন,কামা,sv,eR,0
কামবেন,কামা,sv,in,0
কামবেন,কামা,vo,ap,0
কামবো,কামা,sv,am,0
কামল,কামা,so,ae,0
কামল,কামা,so,er,0
কামলাম,কামা,so,am,0
কামলি,কামা,so,tu,0
কামলে,কামা,so,tm,0
কামলেন,কামা,so,ap,0
কামলেন,কামা,so,eR,0
কামলেন,কামা,so,in,0
কামা,কামানো,bo,tu,0
কামাই,কামানো,sb,am,0
কামাইতে,কামানো,no,tm,0
কামাইনি,কামানো,so,am,1
কামাইলে,কামানো,so,tm,0
কামাও,কামানো,bo,tm,0
কামাও,কামানো,sb,tm,0
কামাওনি,কামানো,so,tm,1
কামাচ্ছ,কামানো,gb,tm,0
কামাচ্ছি,কামানো,gb,am,0
কামাচ্ছিল,কামানো,go,ae,0
কামাচ্ছিল,কামানো,go,er,0
কামাচ্ছিলাম,কামানো,go,am,0
কামাচ্ছিলি,কামানো,go,tu,0
কামাচ্ছিলে,কামানো,go,tm,0
কামাচ্ছিলেন,কামানো,go,ap,0
কামাচ্ছিলেন,কামানো,go,eR,0
কামাচ্ছিলেন,কামানো,go,in,0
কামাচ্ছিস,কামানো,gb,tu,0
কামাচ্ছে,কামানো,gb,ae,0
কামাচ্ছে,কামানো,gb,er,0
কামাচ্ছেন,কামানো,gb,ap,0
কামাচ্ছেন,কামানো,gb,eR,0
কামাচ্ছেন,কামানো,gb,in,0
কামাত,কামানো,no,ae,0
কামাত,কামানো,no,er,0
কামাতাম,কামানো,no,am,0
কামাতিস,কামানো,no,tu,0
কামাতে থাকব,কামানো,gv,am,0
কামাতে থাকবি,কামানো,gv,tu,0
কামাতে থাকবে,কামানো,gv,ae,0
কামাতে থাকবে,কামানো,gv,er,0
কামাতে থাকবে,কামানো,gv,tm,0
কামাতে থাকবেন,কামানো,gv,ap,0
কামাতে থাকবেন,কামানো,gv,eR,0
কামাতে থাকবেন,কামানো,gv,in,0
কামাতে,কামানো,no,tm,0
কামাতেন,কামানো,no,ap,0
কামাতেন,কামানো,no,eR,0
কামাতেন,কামানো,no,in,0
কামান,কামানো,bo,ap,0
কামান,কামানো,sb,ap,0
কামান,কামানো,sb,eR,0
কামান,কামানো,sb,in,0
কামাননি,কামানো,so,ap,1
কামাব,কামানো,sv,am,0
কামাবি,কামানো,sv,tu,0
কামাবি,কামানো,vo,tu,0
কামাবে,কামানো,sv,ae,0
কামাবে,কামানো,sv,er,0
কামাবে,কামানো,sv,tm,0
কামাবে,কামানো,vo,tm,0
কামাবেন,কামানো,sv,ap,0
কামাবেন,কামানো,sv,eR,0
কামাবেন,কামানো,sv,in,0
কামাবেন,কামানো,vo,ap,0
কামাবো,কামানো,sv,am,0
কামাল,কামানো,so,ae,0
কামাল,কামানো,so,er,0
কামালাম,কামানো,so,am,0
কামালি,কামানো,so,tu,0
কামালে,কামানো,so,tm,0
কামালেন,কামানো,so,ap,0
কামালেন,কামানো,so,eR,0
কামালেন,কামানো,so,in,0
কামাস,কামানো,sb,tu,0
কামাসনি,কামানো,so,tu,1
কামায়,কামানো,sb,ae,0
কামায়,কামানো,sb,er,0
কামায়নি,কামানো,so,ae,1
কামি,কামা,sb,am,0
কামিস,কামা,sb,tu,0
কামিয়েছ,কামানো,pb,tm,0
কামিয়েছি,কামানো,pb,am,0
কামিয়েছিল,কামানো,po,ae,0
কামিয়েছিল,কামানো,po,er,0
কামিয়েছিলাম,কামানো,po,am,0
কামিয়েছিলি,কামানো,po,tu,0
কামিয়েছিলে,কামানো,po,tm,0
কামিয়েছিলেন,কামানো,po,ap,0
কামিয়েছিলেন,কামানো,po,eR,0
কামিয়েছিলেন,কামানো,po,in,0
কামিয়েছিস,কামানো,pb,tu,0
কামিয়েছে,কামানো,pb,ae,0
কামিয়েছে,কামানো,pb,er,0
কামিয়েছেন,কামানো,pb,ap,0
কামিয়েছেন,কামানো,pb,eR,0
কামিয়েছেন,কামানো,pb,in,0
কামুন,কামা,bo,ap,0
কামে,কামা,sb,ae,0
কামে,কামা,sb,er,0
কামেন,কামা,bo,ap,0
কামেন,কামা,sb,ap,0
কামেন,কামা,sb,eR,0
কামেন,কামা,sb,in,0
কামো,কামা,bo,tm,0
কামো,কামা,sb,tm,0
কামড়া,কামড়ানো,bo,tu,0
কামড়াই,কামড়ানো,sb,am,0
কামড়াইতে,কামড়ানো,no,tm,0
কামড়াইনি,কামড়ানো,so,am,1
কামড়াইলে,কামড়ানো,so,tm,0
কামড়াও,কামড়ানো,bo,tm,0
কামড়াও,কামড়ানো,sb,tm,0
কামড়াওনি,কামড়ানো,so,tm,1
কামড়াচ্ছ,কামড়ানো,gb,tm,0
কামড়াচ্ছি,কামড়ানো,gb,am,0
কামড়াচ্ছিল,কামড়ানো,go,ae,0
কামড়াচ্ছিল,কামড়ানো,go,er,0
কামড়াচ্ছিলাম,কামড়ানো,go,am,0
কামড়াচ্ছিলি,কামড়ানো,go,tu,0
কামড়াচ্ছিলে,কামড়ানো,go,tm,0
কামড়াচ্ছিলেন,কামড়ানো,go,ap,0
কামড়াচ্ছিলেন,কামড়ানো,go,eR,0
কামড়াচ্ছিলেন,কামড়ানো,go,in,0
কামড়াচ্ছিস,কামড়ানো,gb,tu,0
কামড়াচ্ছে,কামড়ানো,gb,ae,0
কামড়াচ্ছে,কামড়ানো,gb,er,0
কামড়াচ্ছেন,কামড়ানো,gb,ap,0
কামড়াচ্ছেন,কামড়ানো,gb,eR,0
কামড়াচ্ছেন,কামড়ানো,gb,in,0
কামড়াত,কামড়ানো,no,ae,0
কামড়াত,কামড়ানো,no,er,0
কামড়াতাম,কামড়ানো,no,am,0
কামড়াতিস,কামড়ানো,no,tu,0
কামড়াতে থাকব,কামড়ানো,gv,am,0
কামড়াতে থাকবি,কামড়ানো,gv,tu,0
কামড়াতে থাকবে,কামড়ানো,gv,ae,0
কামড়াতে থাকবে,কামড়ানো,gv,er,0
কামড়াতে থাকবে,কামড়ানো,gv,tm,0
কামড়াতে থাকবেন,কামড়ানো,gv,ap,0
কামড়াতে থাকবেন,কামড়ানো,gv,eR,0
কামড়াতে থাকবেন,কামড়ানো,gv,in,0
কামড়াতে,কামড়ানো,no,tm,0
কামড়াতেন,কামড়ানো,no,ap,0
কামড়াতেন,কামড়ানো,no,eR,0
কামড়াতেন,কামড়ানো,no,in,0
কামড়ান,কামড়ানো,bo,ap,0
কামড়ান,কামড়ানো,sb,ap,0
কামড়ান,কামড়ানো,sb,eR,0
কামড়ান,কামড়ানো,sb,in,0
কামড়াননি,কামড়ানো,so,ap,1
কামড়াব,কামড়ানো,sv,am,0
কামড়াবি,কামড়ানো,sv,tu,0
কামড়াবি,কামড়ানো,vo,tu,0
কামড়াবে,কামড়ানো,sv,ae,0
কামড়াবে,কামড়ানো,sv,er,0
কামড়াবে,কামড়ানো,sv,tm,0
কামড়াবে,কামড়ানো,vo,tm,0
কামড়াবেন,কামড়ানো,sv,ap,0
কামড়াবেন,কামড়ানো,sv,eR,0
কামড়াবেন,কামড়ানো,sv,in,0
কামড়াবেন,কামড়ানো,vo,ap,0
কামড়াবো,কামড়ানো,sv,am,0
কামড়াল,কামড়ানো,so,ae,0
কামড়াল,কামড়ানো,so,er,0
কামড়ালাম,কামড়ানো,so,am,0
কামড়ালি,কামড়ানো,so,tu,0
কামড়ালে,কামড়ানো,so,tm,0
কামড়ালেন,কামড়ানো,so,ap,0
কামড়ালেন,কামড়ানো,so,eR,0
কামড়ালেন,কামড়ানো,so,in,0
